source,hour_start_UTC,lon0,lat0,lon1,lat1,mass_kg
TK1,2023-03-19T09:00:00,85.0,38.0,86.0,39.0,3717961.3937260387
TK1,2023-03-19T09:00:00,85.0,39.0,86.0,40.0,2442875.805900969
TK1,2023-03-19T09:00:00,85.0,40.0,86.0,41.0,94992.74872459269
TK1,2023-03-19T09:00:00,86.0,38.0,87.0,39.0,163941.82063757724
TK1,2023-03-19T09:00:00,86.0,39.0,87.0,40.0,238652.88363697747
TK1,2023-03-19T09:00:00,87.0,38.0,88.0,39.0,418797.354007175
TK1,2023-03-19T09:00:00,88.0,38.0,89.0,39.0,292.5384333243375
TK1,2023-03-19T10:00:00,81.0,39.0,82.0,40.0,43288.80940792422
TK1,2023-03-19T10:00:00,81.0,41.0,82.0,42.0,98924.47948474131
TK1,2023-03-19T10:00:00,82.0,40.0,83.0,41.0,432176.5501913916
TK1,2023-03-19T10:00:00,82.0,41.0,83.0,42.0,778336.4403249227
TK1,2023-03-19T10:00:00,83.0,39.0,84.0,40.0,756338.9081588967
TK1,2023-03-19T10:00:00,83.0,40.0,84.0,41.0,3138362.3027867144
TK1,2023-03-19T10:00:00,83.0,41.0,84.0,42.0,468442.3559963775
TK1,2023-03-19T10:00:00,84.0,38.0,85.0,39.0,1062569.7433600277
TK1,2023-03-19T10:00:00,84.0,39.0,85.0,40.0,3403254.4230113686
TK1,2023-03-19T10:00:00,84.0,40.0,85.0,41.0,3887284.4182133246
TK1,2023-03-19T10:00:00,84.0,41.0,85.0,42.0,940806.729847317
TK1,2023-03-19T10:00:00,85.0,37.0,86.0,38.0,1720.0514565115632
TK1,2023-03-19T10:00:00,85.0,38.0,86.0,39.0,2333873.3135009464
TK1,2023-03-19T10:00:00,85.0,39.0,86.0,40.0,3693354.4990377156
TK1,2023-03-19T10:00:00,85.0,40.0,86.0,41.0,429118.1087920823
TK1,2023-03-19T10:00:00,86.0,38.0,87.0,39.0,1105083.893884646
TK1,2023-03-19T10:00:00,86.0,39.0,87.0,40.0,922488.4681062604
TK1,2023-03-19T10:00:00,86.0,40.0,87.0,41.0,29222.95548949681
TK1,2023-03-19T10:00:00,87.0,39.0,88.0,40.0,90082.34965234957
TK1,2023-03-19T10:00:00,88.0,38.0,89.0,39.0,3023.629624139086
TK1,2023-03-19T10:00:00,88.0,39.0,89.0,40.0,36235.130567549684
TK1,2023-03-19T11:00:00,81.0,39.0,82.0,40.0,2164.8949753752477
TK1,2023-03-19T11:00:00,81.0,40.0,82.0,41.0,5544.633899997928
TK1,2023-03-19T11:00:00,81.0,41.0,82.0,42.0,44848.49298584032
TK1,2023-03-19T11:00:00,82.0,40.0,83.0,41.0,1137105.1182513789
TK1,2023-03-19T11:00:00,82.0,41.0,83.0,42.0,543645.6844080864
TK1,2023-03-19T11:00:00,83.0,39.0,84.0,40.0,310731.36613367224
TK1,2023-03-19T11:00:00,83.0,40.0,84.0,41.0,1244678.6426221766
TK1,2023-03-19T11:00:00,83.0,41.0,84.0,42.0,487839.00191047194
TK1,2023-03-19T11:00:00,84.0,38.0,85.0,39.0,307517.75812336704
TK1,2023-03-19T11:00:00,84.0,39.0,85.0,40.0,1485686.3587261792
TK1,2023-03-19T11:00:00,84.0,40.0,85.0,41.0,2093248.0978758791
TK1,2023-03-19T11:00:00,84.0,41.0,85.0,42.0,439969.79007935035
TK1,2023-03-19T11:00:00,85.0,37.0,86.0,38.0,476.83270553488484
TK1,2023-03-19T11:00:00,85.0,38.0,86.0,39.0,677040.6812499723
TK1,2023-03-19T11:00:00,85.0,39.0,86.0,40.0,1850206.0822394462
TK1,2023-03-19T11:00:00,85.0,40.0,86.0,41.0,1392744.9435132132
TK1,2023-03-19T11:00:00,86.0,38.0,87.0,39.0,790005.1910525054
TK1,2023-03-19T11:00:00,86.0,39.0,87.0,40.0,1968881.526982848
TK1,2023-03-19T11:00:00,86.0,40.0,87.0,41.0,630418.7388488837
TK1,2023-03-19T11:00:00,87.0,38.0,88.0,39.0,250793.73231511362
TK1,2023-03-19T11:00:00,87.0,39.0,88.0,40.0,952142.39675467
TK1,2023-03-19T11:00:00,87.0,40.0,88.0,41.0,24993.27821249915
TK1,2023-03-19T11:00:00,87.0,41.0,88.0,42.0,27059.63049025904
TK1,2023-03-19T11:00:00,88.0,38.0,89.0,39.0,14.062645656702962
TK1,2023-03-19T11:00:00,88.0,39.0,89.0,40.0,149555.62153981274
TK2,2023-03-19T11:00:00,90.0,41.0,91.0,42.0,493.57239880030073
TK1,2023-03-19T12:00:00,81.0,40.0,82.0,41.0,55811.194801261794
TK1,2023-03-19T12:00:00,81.0,41.0,82.0,42.0,17209.885924743263
TK1,2023-03-19T12:00:00,82.0,39.0,83.0,40.0,89933.88821691484
TK1,2023-03-19T12:00:00,82.0,40.0,83.0,41.0,1225793.9380272601
TK1,2023-03-19T12:00:00,82.0,41.0,83.0,42.0,537883.9874239806
TK1,2023-03-19T12:00:00,83.0,39.0,84.0,40.0,137846.61038592996
TK1,2023-03-19T12:00:00,83.0,40.0,84.0,41.0,1029480.8319434687
TK1,2023-03-19T12:00:00,83.0,41.0,84.0,42.0,311185.90303441446
TK1,2023-03-19T12:00:00,84.0,38.0,85.0,39.0,23796.48074926543
TK1,2023-03-19T12:00:00,84.0,39.0,85.0,40.0,499967.1482053703
TK1,2023-03-19T12:00:00,84.0,40.0,85.0,41.0,813070.5604980419
TK1,2023-03-19T12:00:00,84.0,41.0,85.0,42.0,295132.9067233293
TK1,2023-03-19T12:00:00,85.0,38.0,86.0,39.0,193271.86677970455
TK1,2023-03-19T12:00:00,85.0,39.0,86.0,40.0,950531.7923007185
TK1,2023-03-19T12:00:00,85.0,40.0,86.0,41.0,1117767.1438519154
TK1,2023-03-19T12:00:00,85.0,41.0,86.0,42.0,166882.24687196684
TK1,2023-03-19T12:00:00,86.0,38.0,87.0,39.0,348488.17716514674
TK1,2023-03-19T12:00:00,86.0,39.0,87.0,40.0,1303340.5099595252
TK1,2023-03-19T12:00:00,86.0,40.0,87.0,41.0,634889.6165994229
TK1,2023-03-19T12:00:00,87.0,38.0,88.0,39.0,226548.5263751324
TK1,2023-03-19T12:00:00,87.0,39.0,88.0,40.0,1091632.4901765988
TK1,2023-03-19T12:00:00,87.0,40.0,88.0,41.0,154741.42482019018
TK1,2023-03-19T12:00:00,87.0,41.0,88.0,42.0,14215.191693592198
TK1,2023-03-19T12:00:00,88.0,38.0,89.0,39.0,633.9574959013136
TK1,2023-03-19T12:00:00,88.0,39.0,89.0,40.0,243261.47479891757
TK1,2023-03-19T12:00:00,88.0,41.0,89.0,42.0,22226.518523206636
TK1,2023-03-19T12:00:00,89.0,38.0,90.0,39.0,805.5510413006931
TK1,2023-03-19T13:00:00,81.0,39.0,82.0,40.0,7268.627379874342
TK1,2023-03-19T13:00:00,81.0,40.0,82.0,41.0,254692.33579318455
TK1,2023-03-19T13:00:00,81.0,41.0,82.0,42.0,41991.57468179685
TK1,2023-03-19T13:00:00,82.0,39.0,83.0,40.0,509009.24234957696
